gene_name,module,supermodule,dim_1,dim_2,cluster,module_id
NBEA,16,1,4.4704404733413385,1.5732261078601564,Oligodendrocytes,Oligodendrocytes16
AC007566.1,11,1,5.36118706681668,0.7531501190906251,Oligodendrocytes,Oligodendrocytes11
HEG1,7,1,5.541869249128692,1.8305028813129152,Oligodendrocytes,Oligodendrocytes7
PPP3CC,20,1,-2.7560837604767157,1.2202183144336427,Oligodendrocytes,Oligodendrocytes20
FAT1,20,1,-2.2305447497135473,1.3696247475391115,Oligodendrocytes,Oligodendrocytes20
REPS1,20,1,-2.806419406152375,0.9210840599780763,Oligodendrocytes,Oligodendrocytes20
VAX1,7,1,5.610880937361114,1.6455241577869142,Oligodendrocytes,Oligodendrocytes7
LPXN,29,1,0.27229436852871625,-0.750776277279309,Oligodendrocytes,Oligodendrocytes29
MRPS33,14,1,-5.8590697386032415,-2.3233741087669646,Oligodendrocytes,Oligodendrocytes14
DNAJC3,40,1,-2.88622549555362,0.10196532180363782,Oligodendrocytes,Oligodendrocytes40
NSUN6,11,1,5.323726739668243,0.4854339497333253,Oligodendrocytes,Oligodendrocytes11
TSC1,25,1,3.9846669099563288,0.9888190167194093,Oligodendrocytes,Oligodendrocytes25
MANF,40,1,-2.8954906799560858,0.05674733092839368,Oligodendrocytes,Oligodendrocytes40
AC005562.1,4,1,3.686954583906524,-0.03883873054926745,Oligodendrocytes,Oligodendrocytes4
ZNF717,11,1,5.356216039442413,0.409026517177173,Oligodendrocytes,Oligodendrocytes11
BRD8,42,1,2.5233317277663874,-1.0009990794414794,Oligodendrocytes,Oligodendrocytes42
TMOD1,17,1,-2.8836729862457586,-0.9878430230373656,Oligodendrocytes,Oligodendrocytes17
PXMP4,5,1,2.8170820138686823,0.4291414158588136,Oligodendrocytes,Oligodendrocytes5
SLC7A1,9,1,-3.2169413902527166,0.8861132996326173,Oligodendrocytes,Oligodendrocytes9
BRF1,19,1,-0.36715641996920856,1.9544714825397218,Oligodendrocytes,Oligodendrocytes19
ZNF169,8,1,4.664080228590362,0.2011155026202882,Oligodendrocytes,Oligodendrocytes8
ZNF33A,16,1,4.2888770959609674,1.3893634217029298,Oligodendrocytes,Oligodendrocytes16
SUCLG2-AS1,7,1,5.05427845933377,1.524756325984546,Oligodendrocytes,Oligodendrocytes7
ZNF667,8,1,4.976045217298858,-0.006628857349804562,Oligodendrocytes,Oligodendrocytes8
SURF6,12,1,-4.270492706514008,-1.4356046778911864,Oligodendrocytes,Oligodendrocytes12
TCTA,14,1,-5.603752765870698,-2.7905713183635985,Oligodendrocytes,Oligodendrocytes14
SMUG1,35,1,2.2851515672439264,-0.660503135418347,Oligodendrocytes,Oligodendrocytes35
LMF1,11,1,4.939409341596954,0.552247895503589,Oligodendrocytes,Oligodendrocytes11
PIP5K1C,17,1,-2.933938298440583,-1.6201937658542906,Oligodendrocytes,Oligodendrocytes17
FAM3C,9,1,-3.256431613183625,0.5875688927417482,Oligodendrocytes,Oligodendrocytes9
PCNX2,25,1,4.064194764875762,0.23683155944401868,Oligodendrocytes,Oligodendrocytes25
LRP10,3,1,-5.421840105271943,-1.1436928374523436,Oligodendrocytes,Oligodendrocytes3
B4GALT2,26,1,-5.101713094926484,-0.7104694707149779,Oligodendrocytes,Oligodendrocytes26
SLC25A26,35,1,2.504278268598907,-0.613906250690869,Oligodendrocytes,Oligodendrocytes35
LIN52,7,1,4.957479562544219,1.0749045746570314,Oligodendrocytes,Oligodendrocytes7
ALAD,19,1,-1.1263144352203682,2.1258338825946534,Oligodendrocytes,Oligodendrocytes19
ACTN2,20,1,-2.197388861394532,1.4216197865253175,Oligodendrocytes,Oligodendrocytes20
AL137009.1,8,1,4.918322648786895,-0.022586689686230343,Oligodendrocytes,Oligodendrocytes8
ZNF608,24,1,-0.8520634510284737,1.297261609340259,Oligodendrocytes,Oligodendrocytes24
NGFR,9,1,-3.5368374922043158,0.963740004802295,Oligodendrocytes,Oligodendrocytes9
HPCAL1,22,1,-0.9513947107559517,-2.6261402232403075,Oligodendrocytes,Oligodendrocytes22
SNHG10,17,1,-2.8172371127373053,-1.738989965414456,Oligodendrocytes,Oligodendrocytes17
CEP250,31,1,-2.9440177418953253,-0.4328474862331664,Oligodendrocytes,Oligodendrocytes31
YARS2,25,1,4.2823630235427546,0.3874195950275148,Oligodendrocytes,Oligodendrocytes25
USP8,4,1,3.6806436441177057,-0.7709779603237426,Oligodendrocytes,Oligodendrocytes4
SBNO2,12,1,-3.538560424066193,-1.3189229233021056,Oligodendrocytes,Oligodendrocytes12
PIK3IP1,5,1,2.3487411401504206,0.7663442032581056,Oligodendrocytes,Oligodendrocytes5
KLHDC2,15,1,2.870827283644073,1.0082935230975831,Oligodendrocytes,Oligodendrocytes15
PDXDC1,34,2,-1.2183739282852486,3.7498382466083253,Oligodendrocytes,Oligodendrocytes34
AP3D1,17,1,-3.0897605755096746,-1.3916190726513182,Oligodendrocytes,Oligodendrocytes17
HIST1H2BE,29,1,0.6125245950454399,-0.8350356681103026,Oligodendrocytes,Oligodendrocytes29
MORN1,12,1,-3.5773965456253363,-1.2676960689777648,Oligodendrocytes,Oligodendrocytes12
XPNPEP3,5,1,1.4381547830337211,-0.4853687150234496,Oligodendrocytes,Oligodendrocytes5
NUB1,25,1,3.924993600630157,0.5507191555743898,Oligodendrocytes,Oligodendrocytes25
UBFD1,3,1,-6.292127523637421,-1.2220323545688903,Oligodendrocytes,Oligodendrocytes3
AKAP6,20,1,-2.88035813353122,0.7367605107074464,Oligodendrocytes,Oligodendrocytes20
CARS,20,1,-2.8884066679245306,1.1706477539783204,Oligodendrocytes,Oligodendrocytes20
MEX3D,19,1,-0.5597287752395943,1.9296721356158937,Oligodendrocytes,Oligodendrocytes19
C5orf64,7,1,4.79210337617337,1.3615757363086427,Oligodendrocytes,Oligodendrocytes7
RORA-AS1,35,1,2.5101571939223932,-0.6835317475551879,Oligodendrocytes,Oligodendrocytes35
B4GALNT4,19,1,-0.5173269846206978,2.0144280331378663,Oligodendrocytes,Oligodendrocytes19
RAB11A,34,2,-1.1961524226433113,3.8052796261554445,Oligodendrocytes,Oligodendrocytes34
DHFR2,37,1,2.016419734739654,-2.4225114298815047,Oligodendrocytes,Oligodendrocytes37
SIN3A,21,1,-0.3976923563247994,-1.1254445178264891,Oligodendrocytes,Oligodendrocytes21
RHOF,29,1,1.1217618844741508,-0.6937110287899291,Oligodendrocytes,Oligodendrocytes29
GPR89A,18,1,1.0286372564071342,-1.4829426867718016,Oligodendrocytes,Oligodendrocytes18
SCCPDH,14,1,-5.4391194917923285,-2.8210572464222228,Oligodendrocytes,Oligodendrocytes14
RNF168,18,1,0.08704337098538129,-1.8001966340297972,Oligodendrocytes,Oligodendrocytes18
FBXO22,5,1,2.1427589318984674,0.35946453979069837,Oligodendrocytes,Oligodendrocytes5
AC007216.4,17,1,-1.9529933748497144,-1.1261082751507079,Oligodendrocytes,Oligodendrocytes17
ASB16-AS1,29,1,0.9858075044387504,-0.8719613415951049,Oligodendrocytes,Oligodendrocytes29
NEK9,4,1,3.5871392152541803,0.3049773113971437,Oligodendrocytes,Oligodendrocytes4
HEATR5A,16,1,4.561277951979034,1.288120641017505,Oligodendrocytes,Oligodendrocytes16
PUM3,17,1,-2.7025685050255133,-1.5509940845722472,Oligodendrocytes,Oligodendrocytes17
ACBD6,4,1,3.4926243684524225,0.5381742851978029,Oligodendrocytes,Oligodendrocytes4
OXA1L,23,1,-4.501521501756318,-1.993934185599736,Oligodendrocytes,Oligodendrocytes23
CFAP44,11,1,5.013442601942413,0.6860176460986818,Oligodendrocytes,Oligodendrocytes11
CEBPZOS,12,1,-4.4418193437820745,-1.925208763575009,Oligodendrocytes,Oligodendrocytes12
ZNF208,7,1,5.2735668084853815,0.9687734978442872,Oligodendrocytes,Oligodendrocytes7
ZNF579,26,1,-4.807368669725068,-0.5704383713955199,Oligodendrocytes,Oligodendrocytes26
STX2,31,1,-3.5948405601745916,-0.09101306030695788,Oligodendrocytes,Oligodendrocytes31
DELE1,28,1,0.9309321305984184,0.0819426911121095,Oligodendrocytes,Oligodendrocytes28
ITSN1,8,1,4.84173020341336,-0.7289817197078978,Oligodendrocytes,Oligodendrocytes8
MEIS2,9,1,-3.246190700746186,0.6812733547931398,Oligodendrocytes,Oligodendrocytes9
MCM7,18,1,0.7163334748977348,-1.5719808799976622,Oligodendrocytes,Oligodendrocytes18
PHLDA3,30,1,0.7683652303451225,1.825481309199878,Oligodendrocytes,Oligodendrocytes30
SPATA7,24,1,-1.9403718338078335,1.0824583904987062,Oligodendrocytes,Oligodendrocytes24
EXT1,20,1,-2.716764245248444,1.0013114350085939,Oligodendrocytes,Oligodendrocytes20
ADCK1,7,1,5.13448389985501,1.238259448314258,Oligodendrocytes,Oligodendrocytes7
NEK11,11,1,5.0224915406936335,0.3367611305957521,Oligodendrocytes,Oligodendrocytes11
SLC25A53,35,1,1.5310691259139702,-1.128520475124768,Oligodendrocytes,Oligodendrocytes35
PEX11B,23,1,-4.367800388551362,-2.6637231869453704,Oligodendrocytes,Oligodendrocytes23
NUMBL,26,1,-5.121221933580048,-0.25741504261439196,Oligodendrocytes,Oligodendrocytes26
ZNF251,5,1,2.5694209001296686,0.33283294608647473,Oligodendrocytes,Oligodendrocytes5
DOCK9,16,1,4.162633981489532,1.619095458293506,Oligodendrocytes,Oligodendrocytes16
EOGT,12,1,-3.1446365453964544,-1.7130921048874175,Oligodendrocytes,Oligodendrocytes12
MAFG,17,1,-2.6709655263191534,-1.181327567791394,Oligodendrocytes,Oligodendrocytes17
CYP2U1,5,1,1.6033388040298149,0.3949889080768312,Oligodendrocytes,Oligodendrocytes5
C4orf47,29,1,0.19760474183499066,-0.8247146470302855,Oligodendrocytes,Oligodendrocytes29
CKMT2-AS1,5,1,3.1003423593276667,0.4730080502277101,Oligodendrocytes,Oligodendrocytes5
UBA6,20,1,-2.1484529562956167,1.0462774174457277,Oligodendrocytes,Oligodendrocytes20
HMBS,12,1,-4.023407135224946,-2.3451182408088957,Oligodendrocytes,Oligodendrocytes12
MTFMT,5,1,2.497501458906524,0.7470969097858156,Oligodendrocytes,Oligodendrocytes5
SELENOH,3,1,-6.686880502915986,-1.317607925629071,Oligodendrocytes,Oligodendrocytes3
NUP88,18,1,0.5420654676192924,-1.852500216459683,Oligodendrocytes,Oligodendrocytes18
PRELID1,23,1,-4.768915567613251,-2.5234669310802733,Oligodendrocytes,Oligodendrocytes23
METTL15,7,1,5.050482358717315,1.0512915985828126,Oligodendrocytes,Oligodendrocytes7
MYPOP,8,1,4.503133859419219,-0.054387675022534054,Oligodendrocytes,Oligodendrocytes8
AC016705.2,11,1,5.2506080529922174,0.4483991997485841,Oligodendrocytes,Oligodendrocytes11
TMOD3,39,1,-2.274350885367997,-2.38277810940688,Oligodendrocytes,Oligodendrocytes39
DENND4A,2,1,-1.4175924398666695,0.6457528012042726,Oligodendrocytes,Oligodendrocytes2
L3MBTL1,8,1,4.613953199171417,-0.3730579478496825,Oligodendrocytes,Oligodendrocytes8
AC060780.1,4,1,3.488949384474151,0.24724735190922864,Oligodendrocytes,Oligodendrocytes4
RBL1,25,1,4.454062547468536,0.9739121334796632,Oligodendrocytes,Oligodendrocytes25
LINC01170,7,1,5.0900264642471,1.4080160992389406,Oligodendrocytes,Oligodendrocytes7
TCFL5,28,1,1.3389376065963432,0.017873420024463016,Oligodendrocytes,Oligodendrocytes28
AL110114.1,25,1,4.185021962904327,0.5054508583789552,Oligodendrocytes,Oligodendrocytes25
PRDX6,39,1,-2.686426315522797,-2.4679674668068206,Oligodendrocytes,Oligodendrocytes39
AC004083.1,7,1,5.424333658003204,1.8052531616931642,Oligodendrocytes,Oligodendrocytes7
GKAP1,25,1,3.8089929483169245,0.6369608776813234,Oligodendrocytes,Oligodendrocytes25
SYNM,24,1,-2.169447545028336,1.7380684750323976,Oligodendrocytes,Oligodendrocytes24
STPG1,4,1,3.276312436842315,0.18901814391667493,Oligodendrocytes,Oligodendrocytes4
SPDYA,22,1,-0.6973198988205269,-1.9012957675213134,Oligodendrocytes,Oligodendrocytes22
EPN1,23,1,-4.871436748719819,-2.409249307012013,Oligodendrocytes,Oligodendrocytes23
TMX4,25,1,3.9333916566604303,0.8512503044849122,Oligodendrocytes,Oligodendrocytes25
HAUS1,4,1,4.089624490522735,0.17922843864018567,Oligodendrocytes,Oligodendrocytes4
LRRC75A,39,1,-1.8682135977512673,-2.5380161268467223,Oligodendrocytes,Oligodendrocytes39
LINC01535,4,1,3.3700447938674616,0.17606128623540052,Oligodendrocytes,Oligodendrocytes4
SEPHS2,3,1,-5.6085509397751165,-0.9621125323528563,Oligodendrocytes,Oligodendrocytes3
KBTBD11,19,1,0.00928827741085736,2.0548342602496827,Oligodendrocytes,Oligodendrocytes19
AMMECR1,11,1,4.856114949964874,0.3415728943591798,Oligodendrocytes,Oligodendrocytes11
PIK3CA,7,1,4.74065598466336,1.2768439190631593,Oligodendrocytes,Oligodendrocytes7
AMZ1,37,1,2.0820475480788874,-2.370831267332486,Oligodendrocytes,Oligodendrocytes37
ZNF219,12,1,-3.9716302492386175,-2.296912492608479,Oligodendrocytes,Oligodendrocytes12
MRPL45,23,1,-4.600696478105195,-2.3889798236841475,Oligodendrocytes,Oligodendrocytes23
NEURL1B,6,1,3.86015757539212,2.362574471736499,Oligodendrocytes,Oligodendrocytes6
GLOD4,36,1,-1.7301996835237816,-4.222640619968823,Oligodendrocytes,Oligodendrocytes36
CTNNA3,7,1,4.990461911939971,1.7201496498828615,Oligodendrocytes,Oligodendrocytes7
SLC35E1,12,1,-3.7151847221618963,-1.5270181162113463,Oligodendrocytes,Oligodendrocytes12
MSI2,24,1,-1.9875199609166458,1.8296088116412843,Oligodendrocytes,Oligodendrocytes24
EZH1,25,1,4.076696004652374,1.0477632420306886,Oligodendrocytes,Oligodendrocytes25
TTC23,16,1,4.053452100538604,1.341054333949634,Oligodendrocytes,Oligodendrocytes16
PAPPA2,29,1,1.3015375993484184,-0.6233469111675536,Oligodendrocytes,Oligodendrocytes29
ZNF264,41,1,2.849697198652618,-1.666218147968701,Oligodendrocytes,Oligodendrocytes41
FBXL18,8,1,5.457624044203155,-0.009575710987499875,Oligodendrocytes,Oligodendrocytes8
SLC11A1,22,1,-0.9534368254906014,-2.7351938946003234,Oligodendrocytes,Oligodendrocytes22
B9D1,23,1,-4.859738264299042,-2.6024180514568602,Oligodendrocytes,Oligodendrocytes23
FOSL2,40,1,-3.1701264717346502,0.27264203002507337,Oligodendrocytes,Oligodendrocytes40
COMMD1,8,1,4.263205137037628,-0.005343304371288937,Oligodendrocytes,Oligodendrocytes8
AC016831.5,2,1,-1.3426008560425118,0.05488718917424329,Oligodendrocytes,Oligodendrocytes2
TARS,40,1,-3.2951447107559515,0.20546664168889173,Oligodendrocytes,Oligodendrocytes40
CNIH4,3,1,-5.970720682359345,-0.97498200962489,Oligodendrocytes,Oligodendrocytes3
EML4,22,1,-1.0857403018242195,-2.18907088868489,Oligodendrocytes,Oligodendrocytes22
PIGM,35,1,2.356540765547149,-0.4968180520290648,Oligodendrocytes,Oligodendrocytes35
RBM5,8,1,4.831538285993926,0.009195699000903446,Oligodendrocytes,Oligodendrocytes8
EVI2B,22,1,-0.4764566757446602,-2.752718196606091,Oligodendrocytes,Oligodendrocytes22
SRPK1,22,1,-0.66140917322696,-2.729197369312695,Oligodendrocytes,Oligodendrocytes22
TUBD1,4,1,3.9546018502944635,0.08120812346989759,Oligodendrocytes,Oligodendrocytes4
CPTP,14,1,-5.546147260881074,-2.7329862577671324,Oligodendrocytes,Oligodendrocytes14
MPHOSPH6,1,1,-4.504306946015961,-1.6277063948864257,Oligodendrocytes,Oligodendrocytes1
SMYD4,5,1,2.27984055497586,0.20786036422307141,Oligodendrocytes,Oligodendrocytes5
RPS11,3,1,-6.76174298307956,-1.20945124456828,Oligodendrocytes,Oligodendrocytes3
MYO1D,7,1,5.216516103529327,1.6512526409869874,Oligodendrocytes,Oligodendrocytes7
RPP38,33,1,4.9397278688186335,-1.3832009894604003,Oligodendrocytes,Oligodendrocytes33
KAT8,12,1,-4.019032869554169,-1.6921695930713927,Oligodendrocytes,Oligodendrocytes12
CLK3,4,1,3.105775441908233,-0.6064181191677367,Oligodendrocytes,Oligodendrocytes4
GCFC2,11,1,4.667716111921661,0.7348727123981202,Oligodendrocytes,Oligodendrocytes11
FGGY,16,1,4.6028891465896296,1.3356124298816408,Oligodendrocytes,Oligodendrocytes16
POMGNT1,10,1,0.978782739424102,2.7833956616168702,Oligodendrocytes,Oligodendrocytes10
LINC00894,7,1,5.096530999922149,1.1865672009235109,Oligodendrocytes,Oligodendrocytes7
EPS15L1,4,1,3.82323655106961,-0.7245602471584593,Oligodendrocytes,Oligodendrocytes4
CHST1,9,1,-3.464932713723786,0.8706597225909913,Oligodendrocytes,Oligodendrocytes9
KATNAL2,11,1,5.412448491834991,0.6009765999561036,Oligodendrocytes,Oligodendrocytes11
ZMAT3,12,1,-3.892574224687226,-1.708896861767224,Oligodendrocytes,Oligodendrocytes12
ING1,21,1,-0.19788924238742145,-1.0341491563076293,Oligodendrocytes,Oligodendrocytes21
NOP14,12,1,-4.158481273866303,-1.2996572715992247,Oligodendrocytes,Oligodendrocytes12
MFAP1,31,1,-4.070353899217255,-0.6639586550945555,Oligodendrocytes,Oligodendrocytes31
PTBP1,17,1,-2.7983243205314947,-0.6349563462490355,Oligodendrocytes,Oligodendrocytes17
SLC13A3,7,1,5.5897971055740046,1.5737387078052247,Oligodendrocytes,Oligodendrocytes7
CPM,16,1,4.428001012586944,1.7886976139789308,Oligodendrocytes,Oligodendrocytes16
DUSP5,9,1,-3.6885284521347357,0.35082353522832044,Oligodendrocytes,Oligodendrocytes9
MRPS9,42,1,2.6218644044631647,-1.193516777252606,Oligodendrocytes,Oligodendrocytes42
VWA5A,12,1,-3.3850767948395086,-1.5365621907467162,Oligodendrocytes,Oligodendrocytes12
C9orf78,28,1,1.1960690877669975,-0.3393853766674315,Oligodendrocytes,Oligodendrocytes28
AC068888.1,8,1,4.533047284864776,-0.5211676223034178,Oligodendrocytes,Oligodendrocytes8
USP31,7,1,5.179535474562042,1.738337172771045,Oligodendrocytes,Oligodendrocytes7
TTLL9,11,1,5.5544811151260065,0.7350253002887452,Oligodendrocytes,Oligodendrocytes11
HOOK2,21,1,-0.16545656702578815,-0.7666319472545897,Oligodendrocytes,Oligodendrocytes21
PTPMT1,14,1,-5.462615642762787,-2.7260040504688536,Oligodendrocytes,Oligodendrocytes14
TCTEX1D2,3,1,-5.497767839646943,-1.1000959737057006,Oligodendrocytes,Oligodendrocytes3
ADAL,28,1,1.360416736387603,0.3179391758685792,Oligodendrocytes,Oligodendrocytes28
TMEM267,33,1,5.049697961592071,-1.4928780061954772,Oligodendrocytes,Oligodendrocytes33
ZNF765,4,1,3.63679799058377,0.015315427089282352,Oligodendrocytes,Oligodendrocytes4
CPSF2,7,1,4.5783081910842585,0.9338666336780275,Oligodendrocytes,Oligodendrocytes7
TCEANC2,11,1,5.320589151167266,0.6098946469073976,Oligodendrocytes,Oligodendrocytes11
ACAD10,4,1,4.077353086256378,0.15273655822331555,Oligodendrocytes,Oligodendrocytes4
SNX2,42,1,2.298355188154571,-1.168570147251538,Oligodendrocytes,Oligodendrocytes42
LMTK3,8,1,4.7826867959731745,-0.3424715859646117,Oligodendrocytes,Oligodendrocytes8
ALG1,5,1,2.0868740937942194,0.43740595748479016,Oligodendrocytes,Oligodendrocytes5
EDEM3,7,1,4.880707349562042,0.903500451350757,Oligodendrocytes,Oligodendrocytes7
BOLA1,5,1,2.690022077345245,0.6601637737994874,Oligodendrocytes,Oligodendrocytes5
ECHDC1,26,1,-4.954420004106171,-0.11008654663508288,Oligodendrocytes,Oligodendrocytes26
ATP13A3,2,1,-2.5217314102417303,0.4047697918658937,Oligodendrocytes,Oligodendrocytes2
MGAT4B,1,1,-5.436087045884736,-1.8379845781082427,Oligodendrocytes,Oligodendrocytes1
ITFG1,7,1,4.698307122969024,1.3293978111987794,Oligodendrocytes,Oligodendrocytes7
FAM133A,11,1,5.121856298231475,0.4191502468829835,Oligodendrocytes,Oligodendrocytes11
ACTR1B,15,1,3.2769480607742,0.6435371773486818,Oligodendrocytes,Oligodendrocytes15
MOB2,33,1,4.9882508180373835,-1.5342061383480345,Oligodendrocytes,Oligodendrocytes33
GATC,28,1,1.2119892499679252,0.08692611625249036,Oligodendrocytes,Oligodendrocytes28
BIN3,20,1,-2.650139126992829,0.9010218518024171,Oligodendrocytes,Oligodendrocytes20
LINC00174,25,1,4.427399244093292,0.42066182067448743,Oligodendrocytes,Oligodendrocytes25
ANKS3,8,1,4.3051830194228815,-0.2250885827297484,Oligodendrocytes,Oligodendrocytes8
ZNF649,2,1,-2.1887575872904135,0.6688846485858644,Oligodendrocytes,Oligodendrocytes2
POLE3,12,1,-4.214367542482026,-1.6904307467693602,Oligodendrocytes,Oligodendrocytes12
ARID5A,9,1,-3.457785759187348,0.29053605964238294,Oligodendrocytes,Oligodendrocytes9
UPF2,17,1,-2.754521463132508,-1.5993724925274169,Oligodendrocytes,Oligodendrocytes17
CSTF3,4,1,3.605378713392608,0.0911580460315431,Oligodendrocytes,Oligodendrocytes4
PPFIA2,16,1,4.103243913435333,1.637584342265674,Oligodendrocytes,Oligodendrocytes16
TOB1-AS1,29,1,0.3747228048080131,-0.7715710265392577,Oligodendrocytes,Oligodendrocytes29
MEN1,23,1,-4.633618030763276,-2.4583898050541197,Oligodendrocytes,Oligodendrocytes23
FBXO25,5,1,2.685494031690948,0.6088174717670167,Oligodendrocytes,Oligodendrocytes5
ZNF714,11,1,5.220731820845001,0.5003317730670656,Oligodendrocytes,Oligodendrocytes11
CRAMP1,18,1,1.1527114770644828,-1.7758889062160765,Oligodendrocytes,Oligodendrocytes18
GPALPP1,4,1,3.604251470350616,0.07519353797490247,Oligodendrocytes,Oligodendrocytes4
SREK1IP1,1,1,-4.961155090547211,-1.5067232711071288,Oligodendrocytes,Oligodendrocytes1
ZNF785,8,1,4.526299085401885,-0.0861033065075194,Oligodendrocytes,Oligodendrocytes8
HSDL2,12,1,-4.368026886201508,-1.1754032237285887,Oligodendrocytes,Oligodendrocytes12
RNF217-AS1,34,2,-0.5348097421890572,3.790087594295093,Oligodendrocytes,Oligodendrocytes34
HK1,9,1,-3.470689687944062,0.36761273315007337,Oligodendrocytes,Oligodendrocytes9
ECE1,22,1,-0.18892780325473102,-2.3825286043638503,Oligodendrocytes,Oligodendrocytes22
KDR,26,1,-5.3208169080978704,-0.31514226028864734,Oligodendrocytes,Oligodendrocytes26
LRRC1,16,1,4.318064775251739,1.877062691951343,Oligodendrocytes,Oligodendrocytes16
RGL2,1,1,-5.705502424455292,-1.3316907150501525,Oligodendrocytes,Oligodendrocytes1
CD46,6,1,3.3730541131728815,1.8713859455829347,Oligodendrocytes,Oligodendrocytes6
PEX11G,8,1,4.31074818589627,-0.17492662498896472,Oligodendrocytes,Oligodendrocytes8
RNPC3,25,1,4.489956464552276,0.48149885108525403,Oligodendrocytes,Oligodendrocytes25
STAU2,7,1,4.698567952894561,1.5073324578052247,Oligodendrocytes,Oligodendrocytes7
KLF16,40,1,-2.852563235974915,0.22363127639348157,Oligodendrocytes,Oligodendrocytes40
RENBP,5,1,2.7139144799941706,0.2653256790881837,Oligodendrocytes,Oligodendrocytes5
RASGRF1,19,1,-0.21156302473605426,2.6586426632648195,Oligodendrocytes,Oligodendrocytes19
CEP170B,9,1,-3.7473451235061956,0.695248498225757,Oligodendrocytes,Oligodendrocytes9
STK40,2,1,-2.2249750532871557,0.5451637642627443,Oligodendrocytes,Oligodendrocytes2
NCDN,31,1,-3.078311357713349,-0.4141154153103148,Oligodendrocytes,Oligodendrocytes31
PIH1D1,29,1,0.9161742589706108,-0.9515149457210814,Oligodendrocytes,Oligodendrocytes29
FAM49A,22,1,-0.9417374470001534,-2.710977063869885,Oligodendrocytes,Oligodendrocytes22
WDR48,15,1,3.525497522138946,1.6890481846576417,Oligodendrocytes,Oligodendrocytes15
PARP6,8,1,4.365828122877471,-0.26891003677790515,Oligodendrocytes,Oligodendrocytes8
KCTD5,29,1,0.6862216851943657,-1.160433636402539,Oligodendrocytes,Oligodendrocytes29
AC010336.8,29,1,0.3734069726699516,-0.926489577984265,Oligodendrocytes,Oligodendrocytes29
AC107884.1,11,1,5.203969564222686,0.5214759247546876,Oligodendrocytes,Oligodendrocytes11
ZCWPW2,4,1,4.016470994734161,-0.38916669914667956,Oligodendrocytes,Oligodendrocytes4
GLO1,1,1,-5.7555400469070745,-1.8516806525940215,Oligodendrocytes,Oligodendrocytes1
AL122035.1,41,1,2.8198710344070124,-1.7170078022236144,Oligodendrocytes,Oligodendrocytes41
CCDC107,14,1,-6.141039762712128,-2.496135549044064,Oligodendrocytes,Oligodendrocytes14
SEC31B,11,1,4.942341890119903,0.5659152405505861,Oligodendrocytes,Oligodendrocytes11
THAP11,38,1,-3.746629629350312,-3.5041335685009276,Oligodendrocytes,Oligodendrocytes38
WDR78,4,1,3.761747922682159,-0.2950996024364745,Oligodendrocytes,Oligodendrocytes4
ZNF425,4,1,3.8404146096938776,0.10017193725163587,Oligodendrocytes,Oligodendrocytes4
AC036176.1,37,1,1.9964459798568412,-2.4388387663120543,Oligodendrocytes,Oligodendrocytes37
SNX10,26,1,-5.079362545228608,-0.25133822987025134,Oligodendrocytes,Oligodendrocytes26
ARHGEF1,8,1,4.799964036726348,0.06044615676457532,Oligodendrocytes,Oligodendrocytes8
SLC9B2,9,1,-3.1275283434158636,1.1974939244037355,Oligodendrocytes,Oligodendrocytes9
LINC00271,11,1,5.605847444319122,0.4172512429004396,Oligodendrocytes,Oligodendrocytes11
GALNT18,24,1,-1.9916176871126965,1.80847586562688,Oligodendrocytes,Oligodendrocytes24
ACP7,36,1,-1.3727289774185494,-4.405366526340893,Oligodendrocytes,Oligodendrocytes36
GPRC5A,2,1,-2.3793996014362646,0.46850384643132337,Oligodendrocytes,Oligodendrocytes2
GPN2,28,1,1.0496211908096,-0.09680830070917956,Oligodendrocytes,Oligodendrocytes28
HMOX2,19,1,0.24934848763882367,2.462934388423511,Oligodendrocytes,Oligodendrocytes19
CMC1,25,1,4.031213845991485,0.5409573452716554,Oligodendrocytes,Oligodendrocytes25
ABHD14B,5,1,1.8233583829635307,0.8347252743488038,Oligodendrocytes,Oligodendrocytes5
CTBP1-DT,11,1,4.737508382582061,0.39200986793095716,Oligodendrocytes,Oligodendrocytes11
DDOST,1,1,-5.192012462831147,-1.4216526014560973,Oligodendrocytes,Oligodendrocytes1
SFXN1,25,1,4.191390599989288,0.8347250359302247,Oligodendrocytes,Oligodendrocytes25
G0S2,22,1,-0.9298818447357491,-2.69895719120448,Oligodendrocytes,Oligodendrocytes22
SLC2A11,4,1,3.87818678834378,0.24864114692265638,Oligodendrocytes,Oligodendrocytes4
GTF2B,17,1,-2.214096967197068,-1.518522606586865,Oligodendrocytes,Oligodendrocytes17
LCMT1-AS1,29,1,0.45413311936794964,-0.7419868571514403,Oligodendrocytes,Oligodendrocytes29
UVSSA,8,1,4.608701791548126,-0.026299582218578976,Oligodendrocytes,Oligodendrocytes8
SLC5A11,7,1,5.536573495649688,1.5823086636310304,Oligodendrocytes,Oligodendrocytes7
ST3GAL3,25,1,4.469132032179229,0.28234328200871595,Oligodendrocytes,Oligodendrocytes25
EGLN3,18,1,0.6259427926772758,-1.3332177264446532,Oligodendrocytes,Oligodendrocytes18
CCDC148,7,1,5.019834604048126,1.9754971401935304,Oligodendrocytes,Oligodendrocytes7
COP1,22,1,-0.5618951656586006,-2.7198759181255614,Oligodendrocytes,Oligodendrocytes22
