gene_name,module,supermodule,dim_1,dim_2,cluster,module_id
DPP6,6,1,3.5520325563186335,2.0051554577594484,Oligodendrocytes,Oligodendrocytes6
UTY,6,1,3.214187707685821,3.223907365108081,Oligodendrocytes,Oligodendrocytes6
XIST,37,1,2.061818208479278,-2.369875387644223,Oligodendrocytes,Oligodendrocytes37
PDE1A,6,1,2.850085344099395,2.7050408261066163,Oligodendrocytes,Oligodendrocytes6
LLGL1,27,1,1.968554820799224,2.8346794979816163,Oligodendrocytes,Oligodendrocytes27
BAALC,26,1,-4.785351906037934,-0.13388715813105456,Oligodendrocytes,Oligodendrocytes26
SOX8,10,1,1.6085358522170707,1.9705423252826417,Oligodendrocytes,Oligodendrocytes10
HBB,22,1,-1.265973303533204,-2.90366773436015,Oligodendrocytes,Oligodendrocytes22
GPCPD1,28,1,0.6089290044540092,0.758600844646045,Oligodendrocytes,Oligodendrocytes28
NLGN4Y,6,1,3.2020588777297663,3.2274125950580324,Oligodendrocytes,Oligodendrocytes6
KDM5D,6,1,3.1777926347488092,3.170824898982593,Oligodendrocytes,Oligodendrocytes6
HBA2,22,1,-1.2954461910492256,-2.9116765124553954,Oligodendrocytes,Oligodendrocytes22
AC064829.1,6,1,3.2116681001418756,3.1468891041522706,Oligodendrocytes,Oligodendrocytes6
CORO1C,2,1,-1.4919485487705544,0.4356588261371339,Oligodendrocytes,Oligodendrocytes2
CA2,10,1,1.434987869047515,2.2645954029803956,Oligodendrocytes,Oligodendrocytes10
MT-ATP8,6,1,3.126438226484649,3.2534560101276124,Oligodendrocytes,Oligodendrocytes6
NKX6-2,10,1,1.0094519517654106,1.8824542896991456,Oligodendrocytes,Oligodendrocytes10
HSPA1A,32,1,-1.2419308759933785,-1.0810651643032347,Oligodendrocytes,Oligodendrocytes32
RAPGEF6,24,1,-0.7130511142975167,1.3373495476489747,Oligodendrocytes,Oligodendrocytes24
S100A1,3,1,-5.7119325735336615,-1.0669615132564818,Oligodendrocytes,Oligodendrocytes3
CAMK2N1,10,1,0.8386650941604301,2.4466794865375245,Oligodendrocytes,Oligodendrocytes10
PSME4,2,1,-1.492759499765046,0.396652831340381,Oligodendrocytes,Oligodendrocytes2
DPYSL2,27,1,2.2084027192825006,2.649907006526538,Oligodendrocytes,Oligodendrocytes27
CREB5,2,1,-0.8929086067444161,0.35946453979069837,Oligodendrocytes,Oligodendrocytes2
JUND,2,1,-1.5464507975345925,-0.02082978317683093,Oligodendrocytes,Oligodendrocytes2
PICALM,6,1,2.85450514771878,2.5305303471332277,Oligodendrocytes,Oligodendrocytes6
COBL,24,1,-1.5855913796192482,1.1500219242816652,Oligodendrocytes,Oligodendrocytes24
RPS10,3,1,-6.1635059454208685,-1.0897896153682982,Oligodendrocytes,Oligodendrocytes3
GLUL,2,1,-2.1123003550535513,0.5140859024768556,Oligodendrocytes,Oligodendrocytes2
APP,24,1,-0.8418464996582344,1.2295731442218507,Oligodendrocytes,Oligodendrocytes24
FMNL2,2,1,-0.9528709389931038,0.962312592769214,Oligodendrocytes,Oligodendrocytes2
QKI,6,1,3.56920298554837,2.7906288044696534,Oligodendrocytes,Oligodendrocytes6
RTN4,2,1,-1.1170242764717415,0.3393908875232423,Oligodendrocytes,Oligodendrocytes2
RPS26,3,1,-5.568607721543915,-1.0606306655163085,Oligodendrocytes,Oligodendrocytes3
PLP1,27,1,1.8402865789168998,2.7967561619525636,Oligodendrocytes,Oligodendrocytes27
MT-CO1,33,1,5.813447561048858,-4.50823556015437,Oligodendrocytes,Oligodendrocytes33
TSC22D4,14,1,-5.706931028581269,-3.0607609612697875,Oligodendrocytes,Oligodendrocytes14
RPL10,3,1,-6.15857497236789,-1.1808098418468749,Oligodendrocytes,Oligodendrocytes3
RPL19,3,1,-6.39786473295749,-1.5491033060306822,Oligodendrocytes,Oligodendrocytes3
MT-CYB,33,1,5.811853971266143,-4.505793915485791,Oligodendrocytes,Oligodendrocytes33
LINC01578,17,1,-2.322066877103455,-0.5917866093868529,Oligodendrocytes,Oligodendrocytes17
ADARB2,6,1,3.065206136488311,2.4085635082965577,Oligodendrocytes,Oligodendrocytes6
DPYD,9,1,-3.277803931451447,1.497349156642505,Oligodendrocytes,Oligodendrocytes9
RHOU,27,1,1.8159745595687553,2.6004647152667726,Oligodendrocytes,Oligodendrocytes27
SLAIN1,6,1,2.923699941419952,2.6811856167560304,Oligodendrocytes,Oligodendrocytes6
MBNL2,2,1,-0.42365244410098346,0.6047948735004152,Oligodendrocytes,Oligodendrocytes2
HMGB2,28,1,0.5561815164321586,0.6737023728137697,Oligodendrocytes,Oligodendrocytes28
GRIA2,30,1,1.1266089341872856,1.0241006748920167,Oligodendrocytes,Oligodendrocytes30
NR4A1,2,1,-1.3068264462715462,-0.3769466740841185,Oligodendrocytes,Oligodendrocytes2
ADAMTS18,9,1,-3.394028220391877,1.4221834080463136,Oligodendrocytes,Oligodendrocytes9
INSIG1,2,1,-1.5490515568023995,0.10408700873906263,Oligodendrocytes,Oligodendrocytes2
SECISBP2L,27,1,2.5125265977615046,2.738233937526294,Oligodendrocytes,Oligodendrocytes27
SLC12A2,27,1,2.3630491159194635,2.8959735768085206,Oligodendrocytes,Oligodendrocytes27
CCDC88A,6,1,3.8858590982192682,2.661667241359302,Oligodendrocytes,Oligodendrocytes6
RPS15,3,1,-6.402811918473847,-1.7130743725055968,Oligodendrocytes,Oligodendrocytes3
MT-CO2,33,1,5.811550225996368,-4.505230293964795,Oligodendrocytes,Oligodendrocytes33
OLIG2,10,1,1.5397714040511772,2.1647414105182374,Oligodendrocytes,Oligodendrocytes10
GAB1,6,1,3.1028757951492,2.327594174647876,Oligodendrocytes,Oligodendrocytes6
HSPB1,32,1,-1.245238814569123,-1.1705590350384032,Oligodendrocytes,Oligodendrocytes32
HIST1H1E,28,1,0.7101322076553032,0.9263585942035402,Oligodendrocytes,Oligodendrocytes28
TMC6,10,1,1.466230478071563,2.3385847943073,Oligodendrocytes,Oligodendrocytes10
RPL8,3,1,-6.325663004136689,-1.083851204609326,Oligodendrocytes,Oligodendrocytes3
SCD5,6,1,2.989170160078399,2.541101826930591,Oligodendrocytes,Oligodendrocytes6
ADAM10,24,1,-0.789911542153962,1.346927775645801,Oligodendrocytes,Oligodendrocytes24
MTMR10,27,1,2.497353639387481,2.7895449536090577,Oligodendrocytes,Oligodendrocytes27
ANLN,27,1,2.5208879373305964,2.754495038295337,Oligodendrocytes,Oligodendrocytes27
RPS13,3,1,-6.160593424058564,-1.4976771933788573,Oligodendrocytes,Oligodendrocytes3
ENAH,24,1,-1.7869069316154793,1.0481847660785402,Oligodendrocytes,Oligodendrocytes24
PCDH1,28,1,0.6447320840591118,0.8385466473346437,Oligodendrocytes,Oligodendrocytes28
USP54,24,1,-0.46838739893496784,1.384150161052295,Oligodendrocytes,Oligodendrocytes24
SEPTIN7,27,1,2.7739988229507135,2.4659389393573488,Oligodendrocytes,Oligodendrocytes27
TSC22D1,2,1,-1.8154366501337365,0.36623491218144544,Oligodendrocytes,Oligodendrocytes2
SERF2,3,1,-6.145958814836152,-1.7652113897556578,Oligodendrocytes,Oligodendrocytes3
USP9Y,6,1,3.2051444909804987,3.2454160588031495,Oligodendrocytes,Oligodendrocytes6
ADARB2-AS1,10,1,1.5272897145980522,2.3029769795184816,Oligodendrocytes,Oligodendrocytes10
DNAJA4,32,1,-1.2713953592544869,-0.8627426488155638,Oligodendrocytes,Oligodendrocytes32
RPS23,3,1,-6.620263967729218,-1.3585786087269103,Oligodendrocytes,Oligodendrocytes3
RPS25,3,1,-6.400685224748261,-1.5703715545887267,Oligodendrocytes,Oligodendrocytes3
HBA1,22,1,-1.3039704301124886,-2.9131126863712584,Oligodendrocytes,Oligodendrocytes22
RPS15A,3,1,-6.599321756578095,-1.39571593830531,Oligodendrocytes,Oligodendrocytes3
RPL29,3,1,-6.579103384233124,-1.3260618908161437,Oligodendrocytes,Oligodendrocytes3
SREBF2,27,1,2.048784580015533,1.9640363590961183,Oligodendrocytes,Oligodendrocytes27
ERMN,27,1,2.3143926522964167,2.7205346958881105,Oligodendrocytes,Oligodendrocytes27
COL18A1,31,1,-3.384101424432404,-0.5338486296886717,Oligodendrocytes,Oligodendrocytes31
TCF12,24,1,-0.8648258783584908,1.2777482407336915,Oligodendrocytes,Oligodendrocytes24
DYNLL2,30,1,0.548876848005645,1.5217346089130128,Oligodendrocytes,Oligodendrocytes30
PCSK1N,12,1,-3.158525023675568,-2.0447628957981383,Oligodendrocytes,Oligodendrocytes12
PHYHIPL,13,1,2.7615972421401667,2.2751797573810304,Oligodendrocytes,Oligodendrocytes13
KIF13B,2,1,-1.1579584219223336,0.4192344086414064,Oligodendrocytes,Oligodendrocytes2
SCARB2,27,1,2.283310022138946,2.8632143872028077,Oligodendrocytes,Oligodendrocytes27
CITED1,9,1,-4.699429664826996,-0.09132443497126452,Oligodendrocytes,Oligodendrocytes9
MCAM,10,1,1.2017553708785698,1.932970895076343,Oligodendrocytes,Oligodendrocytes10
H1F0,28,1,0.6276713273757621,0.8123771088367189,Oligodendrocytes,Oligodendrocytes28
FAU,3,1,-6.311388883805878,-1.4720837933773314,Oligodendrocytes,Oligodendrocytes3
POLD4,26,1,-5.281166467881806,-0.2721314294094359,Oligodendrocytes,Oligodendrocytes26
SLCO3A1,24,1,-0.8695748188263253,1.3615840809589113,Oligodendrocytes,Oligodendrocytes24
LAMP2,27,1,2.4047780893081354,2.6294559376483644,Oligodendrocytes,Oligodendrocytes27
AL033523.1,7,1,5.227024163984649,2.14423026015813,Oligodendrocytes,Oligodendrocytes7
CPEB2,6,1,3.6304751298659967,2.6742037670856202,Oligodendrocytes,Oligodendrocytes6
FRYL,6,1,3.6623578927749323,2.3816722767596925,Oligodendrocytes,Oligodendrocytes6
RPL7A,3,1,-6.2822240926987005,-1.0226437909359252,Oligodendrocytes,Oligodendrocytes3
DOCK4,2,1,-0.8955841400390938,0.9022897618060792,Oligodendrocytes,Oligodendrocytes2
FAM107B,2,1,-0.28814521811068805,0.4753161804919923,Oligodendrocytes,Oligodendrocytes2
SIK3,2,1,-1.2481053211456612,0.48725737502629407,Oligodendrocytes,Oligodendrocytes2
RPL41,3,1,-6.3929738142258,-1.1288416249508177,Oligodendrocytes,Oligodendrocytes3
ARHGAP5,24,1,-1.8728320487505272,1.0438434021716798,Oligodendrocytes,Oligodendrocytes24
TMEFF1,2,1,-0.771095190263398,0.3790017502551759,Oligodendrocytes,Oligodendrocytes2
UGT8,27,1,2.6236616037124323,2.806841744685718,Oligodendrocytes,Oligodendrocytes27
RPS4X,3,1,-6.248911771989472,-1.047748671268872,Oligodendrocytes,Oligodendrocytes3
SRSF5,28,1,0.8599034211867973,0.5029326813464845,Oligodendrocytes,Oligodendrocytes28
S100A13,3,1,-5.659979257798798,-1.1373592478985106,Oligodendrocytes,Oligodendrocytes3
RPL32,3,1,-6.674321565843232,-1.268985973095349,Oligodendrocytes,Oligodendrocytes3
MT1E,28,1,0.3034325502151176,0.5918132202869142,Oligodendrocytes,Oligodendrocytes28
LIMCH1,6,1,3.9069891832107233,2.6069501774554933,Oligodendrocytes,Oligodendrocytes6
AFDN,2,1,-0.11544302485049518,1.1617981331592286,Oligodendrocytes,Oligodendrocytes2
DDX3Y,21,1,-0.8030448295837715,-0.4342042071575438,Oligodendrocytes,Oligodendrocytes21
GJB1,19,1,-0.027454529023773988,2.2849954502826417,Oligodendrocytes,Oligodendrocytes19
ACSBG1,19,1,-0.21190694353640827,2.669553174281665,Oligodendrocytes,Oligodendrocytes19
MT-ND4,33,1,5.811221208357208,-4.504310951923779,Oligodendrocytes,Oligodendrocytes33
RPS14,3,1,-6.5684203245407415,-1.4325466019863402,Oligodendrocytes,Oligodendrocytes3
ARHGAP32,24,1,-1.8228362836605385,1.0172830956226075,Oligodendrocytes,Oligodendrocytes24
ZDHHC9,10,1,1.5967641732925102,2.109601868892261,Oligodendrocytes,Oligodendrocytes10
RGL1,27,1,2.5262990854018854,2.176855935359546,Oligodendrocytes,Oligodendrocytes27
LINC00324,37,1,1.9417808912032768,-2.4687123460525786,Oligodendrocytes,Oligodendrocytes37
GNAI1,27,1,2.5498119256728815,2.7236708538776124,Oligodendrocytes,Oligodendrocytes27
SHC2,37,1,1.9887987039321586,-2.146838260238818,Oligodendrocytes,Oligodendrocytes37
DUSP16,2,1,-1.106921527600892,0.30961049964482434,Oligodendrocytes,Oligodendrocytes2
PADI2,10,1,0.9786303899520561,2.701527966762134,Oligodendrocytes,Oligodendrocytes10
HSPA6,32,1,-1.244337890363343,-1.1222013098949706,Oligodendrocytes,Oligodendrocytes32
MARCH1,6,1,3.804215039991729,2.377652062678882,Oligodendrocytes,Oligodendrocytes6
APOL2,9,1,-4.408718977189667,0.4950281517749513,Oligodendrocytes,Oligodendrocytes9
ADAP1,10,1,0.6886328122848198,2.5611976521259034,Oligodendrocytes,Oligodendrocytes10
RPS27A,3,1,-6.6171778776413275,-1.3240492803806578,Oligodendrocytes,Oligodendrocytes3
JUN,2,1,-1.2728389837509468,-0.3662713629955565,Oligodendrocytes,Oligodendrocytes2
ZNF532,13,1,2.476392831587188,1.808076752925464,Oligodendrocytes,Oligodendrocytes13
MYL6,3,1,-5.896247301316865,-1.196279810165814,Oligodendrocytes,Oligodendrocytes3
TBCB,14,1,-5.7808202841049505,-3.058973298763684,Oligodendrocytes,Oligodendrocytes14
TMC7,24,1,-0.32079878828585895,1.5122424500232423,Oligodendrocytes,Oligodendrocytes24
SOX9,30,1,1.1447893045180961,1.200427188182422,Oligodendrocytes,Oligodendrocytes30
RPS7,3,1,-6.195184622026093,-1.0675971371883666,Oligodendrocytes,Oligodendrocytes3
PCA3,34,2,-1.1699114181763008,3.869713200831958,Oligodendrocytes,Oligodendrocytes34
BTF3,1,1,-5.076794538713105,-1.9334676129574095,Oligodendrocytes,Oligodendrocytes1
RPL28,3,1,-6.436986837602265,-1.7115445596927916,Oligodendrocytes,Oligodendrocytes3
SLC44A2,28,1,0.6984818837875053,0.8405355351215089,Oligodendrocytes,Oligodendrocytes28
SLC31A2,10,1,1.232510652326934,2.132016076350757,Oligodendrocytes,Oligodendrocytes10
NEO1,6,1,3.8845501802200006,2.7380074398761476,Oligodendrocytes,Oligodendrocytes6
SORT1,6,1,3.933013047956817,2.4947780506854738,Oligodendrocytes,Oligodendrocytes6
C4orf48,10,1,0.7323096654647514,2.4222110646014894,Oligodendrocytes,Oligodendrocytes10
SCN3A,24,1,-1.8991899491018132,1.6396063702350343,Oligodendrocytes,Oligodendrocytes24
RPS12,3,1,-6.636287603593476,-1.3301659090275084,Oligodendrocytes,Oligodendrocytes3
CNP,10,1,1.331612672590606,2.54362048080022,Oligodendrocytes,Oligodendrocytes10
TUBB4A,19,1,0.32788332917629925,2.730226411128589,Oligodendrocytes,Oligodendrocytes19
AOPEP,24,1,-0.6554382183319405,1.3591886894946779,Oligodendrocytes,Oligodendrocytes24
DNER,27,1,2.6453324220412897,2.3519462483173097,Oligodendrocytes,Oligodendrocytes27
HSPA1B,32,1,-1.2516764142280892,-0.9999128443950926,Oligodendrocytes,Oligodendrocytes32
DNAJB4,32,1,-1.195866737580903,-0.8692809207195555,Oligodendrocytes,Oligodendrocytes32
RPS5,3,1,-6.431003008103974,-1.5246749384159362,Oligodendrocytes,Oligodendrocytes3
L1CAM,23,1,-4.505613956666596,-2.7650493247265135,Oligodendrocytes,Oligodendrocytes23
AP001439.1,34,2,-1.1839447953468636,3.8675350086932863,Oligodendrocytes,Oligodendrocytes34
RPL13,3,1,-6.639943514085419,-1.3137972814792906,Oligodendrocytes,Oligodendrocytes3
TCEAL7,21,1,-0.5052528717285469,-0.482444749569348,Oligodendrocytes,Oligodendrocytes21
IQGAP1,2,1,-0.9514131285911873,0.38614858558232434,Oligodendrocytes,Oligodendrocytes2
SELENOP,10,1,1.2476797960036918,2.7682851689105714,Oligodendrocytes,Oligodendrocytes10
EVI2A,27,1,2.3289838693374323,2.471895589137622,Oligodendrocytes,Oligodendrocytes27
AGAP1,24,1,-0.6347680427795723,1.448708905482837,Oligodendrocytes,Oligodendrocytes24
WDFY3,2,1,-0.9145464041000679,0.9897426502948488,Oligodendrocytes,Oligodendrocytes2
ARHGEF37,27,1,1.9324158094161674,2.097002877498218,Oligodendrocytes,Oligodendrocytes27
NPC1,2,1,-0.8585396148926094,0.3881539242511476,Oligodendrocytes,Oligodendrocytes2
PLEKHH1,6,1,3.7768298051589655,2.1467055218463624,Oligodendrocytes,Oligodendrocytes6
RPS19,3,1,-6.618144426561005,-1.2279941899532592,Oligodendrocytes,Oligodendrocytes3
KCNH8,6,1,3.849308099531524,2.3657091992145265,Oligodendrocytes,Oligodendrocytes6
IDI1,2,1,-1.3550832011467293,-0.01265727112238757,Oligodendrocytes,Oligodendrocytes2
ABTB2,24,1,-0.7560212948089913,1.6703716652637208,Oligodendrocytes,Oligodendrocytes24
TM4SF1,3,1,-5.86278787634433,-0.5054037434810912,Oligodendrocytes,Oligodendrocytes3
OPALIN,27,1,2.515450086378448,2.255427254939624,Oligodendrocytes,Oligodendrocytes27
ITCH,13,1,2.893870439314239,2.009389771724292,Oligodendrocytes,Oligodendrocytes13
RPL14,3,1,-6.305078420854218,-1.078245030140332,Oligodendrocytes,Oligodendrocytes3
ADIPOR2,27,1,2.711577024244659,2.6084722416644777,Oligodendrocytes,Oligodendrocytes27
CDKN1C,10,1,1.3931747339004203,2.2266363041644777,Oligodendrocytes,Oligodendrocytes10
ATP8A1,6,1,4.504823293470733,2.5175179379230226,Oligodendrocytes,Oligodendrocytes6
RPL5,3,1,-6.144823942399628,-0.9130020005459105,Oligodendrocytes,Oligodendrocytes3
TTTY14,6,1,3.208936776899688,3.2244738476520265,Oligodendrocytes,Oligodendrocytes6
UQCRQ,14,1,-6.068029794908173,-2.76001756021922,Oligodendrocytes,Oligodendrocytes14
PPP2R2B,6,1,3.383551206373565,2.352658166194507,Oligodendrocytes,Oligodendrocytes6
RPL18,3,1,-6.237386141038544,-1.3505105836147582,Oligodendrocytes,Oligodendrocytes3
ZNF536,24,1,-1.1009775140053109,1.1987472908740724,Oligodendrocytes,Oligodendrocytes24
TMEM30A,2,1,-1.9847457521325425,0.2985876934772218,Oligodendrocytes,Oligodendrocytes2
RYBP,2,1,-1.1393633820778206,0.2938233750110353,Oligodendrocytes,Oligodendrocytes2
RC3H1,2,1,-1.5727967657810524,0.36755241324956067,Oligodendrocytes,Oligodendrocytes2
CCDC85B,28,1,0.137232389234893,0.5164286034351075,Oligodendrocytes,Oligodendrocytes28
VWA1,12,1,-3.8859877922302557,-2.4037275923246657,Oligodendrocytes,Oligodendrocytes12
SKIL,2,1,-1.2302446701294258,-0.10926090309565417,Oligodendrocytes,Oligodendrocytes2
PIP4K2A,6,1,3.9593373201125788,2.5246476071124757,Oligodendrocytes,Oligodendrocytes6
SERPINH1,32,1,-1.2948252894646004,-0.8810938460583007,Oligodendrocytes,Oligodendrocytes32
RPLP1,3,1,-6.7160948850876165,-1.2843184334987914,Oligodendrocytes,Oligodendrocytes3
RPS28,3,1,-6.731048021531708,-1.348856852745465,Oligodendrocytes,Oligodendrocytes3
PARK7,1,1,-6.024917516923554,-2.0567344290966307,Oligodendrocytes,Oligodendrocytes1
KIAA1324L,6,1,4.319790925764434,2.23539294173772,Oligodendrocytes,Oligodendrocytes6
CHPT1,13,1,2.08572491624295,1.4740394490009034,Oligodendrocytes,Oligodendrocytes13
ERF,2,1,-1.5940424539810494,-0.035923109745434445,Oligodendrocytes,Oligodendrocytes2
SNAP23,32,1,-1.1914705374008492,-0.9093428714031493,Oligodendrocytes,Oligodendrocytes32
LIFR,6,1,3.6285701654189753,2.336957825923511,Oligodendrocytes,Oligodendrocytes6
SNX30,6,1,2.92331561067044,2.4758900540118898,Oligodendrocytes,Oligodendrocytes6
RPL26,3,1,-6.699596796250947,-1.3115904791111266,Oligodendrocytes,Oligodendrocytes3
ZFY,6,1,3.1767464540237116,3.1930178539996827,Oligodendrocytes,Oligodendrocytes6
FAR1,27,1,2.651692476057403,2.5058130162006105,Oligodendrocytes,Oligodendrocytes27
PPP2R2A,2,1,-1.1209867336517647,0.30692781379277356,Oligodendrocytes,Oligodendrocytes2
RPS8,3,1,-6.520008478379853,-1.0402432543987548,Oligodendrocytes,Oligodendrocytes3
DLG1,2,1,-0.9358191826111153,0.8649808304553712,Oligodendrocytes,Oligodendrocytes2
CDK19,6,1,3.3695889375442194,2.367888821864673,Oligodendrocytes,Oligodendrocytes6
GNG7,19,1,-0.4005232193237618,1.9843491451984132,Oligodendrocytes,Oligodendrocytes19
BCL2,24,1,-1.2378650643593148,1.2550529377704347,Oligodendrocytes,Oligodendrocytes24
CHD7,13,1,2.8657861612075495,2.282483948970386,Oligodendrocytes,Oligodendrocytes13
LPGAT1,6,1,3.7108221910232233,1.9975599186664308,Oligodendrocytes,Oligodendrocytes6
SERINC5,20,1,-2.314266596055634,0.8417126076465333,Oligodendrocytes,Oligodendrocytes20
NUAK1,2,1,-0.7869739868408516,0.4321473973041261,Oligodendrocytes,Oligodendrocytes2
GREM1,13,1,1.77640661218106,1.5380662815814699,Oligodendrocytes,Oligodendrocytes13
SEC14L5,6,1,4.256942834638946,2.275162591243335,Oligodendrocytes,Oligodendrocytes6
FTH1,14,1,-5.41462269804538,-2.959840224480084,Oligodendrocytes,Oligodendrocytes14
RCAN1,9,1,-4.6097315885788275,0.038284911418505985,Oligodendrocytes,Oligodendrocytes9
NECTIN1,10,1,1.40804084756314,2.108984841609546,Oligodendrocytes,Oligodendrocytes10
AMOTL2,10,1,1.7502990625137016,2.280169381404468,Oligodendrocytes,Oligodendrocytes10
ANKRD13A,13,1,1.9196651838058159,1.49166358878667,Oligodendrocytes,Oligodendrocytes13
LHPP,14,1,-5.784948501802094,-3.077777133678845,Oligodendrocytes,Oligodendrocytes14
HSPA4L,32,1,-1.1673549749618843,-0.9883501393551146,Oligodendrocytes,Oligodendrocytes32
GRID2,7,1,5.172230806135528,1.403033627772876,Oligodendrocytes,Oligodendrocytes7
EIF1,31,1,-4.317260179734833,-0.8495025498623168,Oligodendrocytes,Oligodendrocytes31
TMEM151A,19,1,0.35592636086880414,2.3425797360187257,Oligodendrocytes,Oligodendrocytes19
AC012358.3,34,2,-0.7990799286133126,3.934083833003589,Oligodendrocytes,Oligodendrocytes34
HSP90AA1,32,1,-1.4048953392273262,-0.9970362050289427,Oligodendrocytes,Oligodendrocytes32
RPS3,3,1,-6.511986646867402,-1.2974229318851744,Oligodendrocytes,Oligodendrocytes3
UBE2E2,24,1,-0.9869872667557076,1.332988395000049,Oligodendrocytes,Oligodendrocytes24
FSCN1,10,1,1.4736991784804985,2.225891007686206,Oligodendrocytes,Oligodendrocytes10
LDLRAD4,10,1,1.670383777403228,2.2038201229816163,Oligodendrocytes,Oligodendrocytes10
KCNJ10,10,1,1.035012330793731,2.4178356068378175,Oligodendrocytes,Oligodendrocytes10
TIPARP,2,1,-1.5535409488445595,0.22923792769963391,Oligodendrocytes,Oligodendrocytes2
H1FX,30,1,0.7148416898482963,1.0337592499500001,Oligodendrocytes,Oligodendrocytes30
ATP6V0A1,24,1,-0.2566931583648995,1.3777631657367433,Oligodendrocytes,Oligodendrocytes24
SLC35F1,36,1,-1.5764285065895394,-4.303085432743481,Oligodendrocytes,Oligodendrocytes36
SYNGR2,10,1,0.6952076814407036,2.593068494105884,Oligodendrocytes,Oligodendrocytes10
ENPP4,27,1,2.206905450605743,2.8822235005145753,Oligodendrocytes,Oligodendrocytes27
MEF2A,24,1,-1.952494470468767,1.0429216759448732,Oligodendrocytes,Oligodendrocytes24
DUSP10,2,1,-1.2734508254295662,0.14725507667119153,Oligodendrocytes,Oligodendrocytes2
GAPDH,1,1,-5.6328453161484076,-1.9273657960647856,Oligodendrocytes,Oligodendrocytes1
CLCN3,27,1,2.0908280275100397,2.8241261379962648,Oligodendrocytes,Oligodendrocytes27
BACE2,20,1,-2.5962601043945623,1.6968058483844484,Oligodendrocytes,Oligodendrocytes20
SGMS1,24,1,-0.8938999511963204,1.3048600094562257,Oligodendrocytes,Oligodendrocytes24
RPS3A,3,1,-6.496654424882538,-1.2517490250820433,Oligodendrocytes,Oligodendrocytes3
RPL18A,3,1,-6.5185522176987005,-1.494787142967633,Oligodendrocytes,Oligodendrocytes3
RPL30,3,1,-6.68561354658664,-1.311046884750775,Oligodendrocytes,Oligodendrocytes3
TRIM2,6,1,3.316815938734405,2.4788006680255616,Oligodendrocytes,Oligodendrocytes6
PIK3R1,6,1,3.1031666658157038,2.0364388363605226,Oligodendrocytes,Oligodendrocytes6
KAZN,6,1,3.2662778756850885,2.426245583797046,Oligodendrocytes,Oligodendrocytes6
TRIM56,9,1,-4.325163994050629,0.5446673767810548,Oligodendrocytes,Oligodendrocytes9
ENPP2,27,1,2.6123991868728327,2.662480248714038,Oligodendrocytes,Oligodendrocytes27
RPL11,3,1,-6.654303941941865,-1.2738595468754088,Oligodendrocytes,Oligodendrocytes3
CABCOCO1,6,1,4.3573118112319635,2.1063050167804445,Oligodendrocytes,Oligodendrocytes6
MIF,3,1,-5.417596254563935,-0.6410746438259398,Oligodendrocytes,Oligodendrocytes3
PLD1,6,1,3.5362764261001276,2.3673933880573,Oligodendrocytes,Oligodendrocytes6
CHCHD2,1,1,-5.34328332922519,-1.9684066934341704,Oligodendrocytes,Oligodendrocytes1
SERINC1,27,1,2.2152739427322077,2.8447979824786866,Oligodendrocytes,Oligodendrocytes27
ATP5F1E,14,1,-6.000105295396454,-2.5119578106159484,Oligodendrocytes,Oligodendrocytes14
KIF13A,24,1,-0.9447499849563912,1.2571667568927491,Oligodendrocytes,Oligodendrocytes24
UBL3,2,1,-1.1895953752762154,0.31073416640813,Oligodendrocytes,Oligodendrocytes2
MYO6,6,1,3.239747609876983,2.269674195552417,Oligodendrocytes,Oligodendrocytes6
ARRDC3,28,1,0.8138216397994682,0.43745125701481946,Oligodendrocytes,Oligodendrocytes28
FGFR2,10,1,1.267072763227813,2.7025216953998292,Oligodendrocytes,Oligodendrocytes10
IGSF11,6,1,3.4662314317458796,2.6749819653278077,Oligodendrocytes,Oligodendrocytes6
INPP5A,33,1,4.859947290205352,-1.5680522782558715,Oligodendrocytes,Oligodendrocytes33
SYNJ2,7,1,5.4315329454177546,1.9638146298175538,Oligodendrocytes,Oligodendrocytes7
GSTP1,1,1,-5.918296966767914,-2.2348294680768763,Oligodendrocytes,Oligodendrocytes1
SRP14,14,1,-5.3623375036484076,-2.4255671066993987,Oligodendrocytes,Oligodendrocytes14
DPH6-DT,11,1,4.825524892591827,0.24619234969670423,Oligodendrocytes,Oligodendrocytes11
PEBP1,10,1,0.7751189134353325,2.2033013241534913,Oligodendrocytes,Oligodendrocytes10
OSBPL1A,6,1,4.079043950819366,2.3526734249835695,Oligodendrocytes,Oligodendrocytes6
PLPP1,6,1,2.9235444925063776,2.7430189984088624,Oligodendrocytes,Oligodendrocytes6
PTP4A2,2,1,-2.019037958300717,0.3582817452197755,Oligodendrocytes,Oligodendrocytes2
TM9SF3,27,1,2.0390580556625055,2.5506576435809816,Oligodendrocytes,Oligodendrocytes27
AP003086.1,34,2,-1.1602791883713082,3.8683732884174074,Oligodendrocytes,Oligodendrocytes34
PRUNE2,24,1,-1.0594726540809944,1.2746070759540284,Oligodendrocytes,Oligodendrocytes24
GPR37,27,1,2.447124089979522,2.5763815777545656,Oligodendrocytes,Oligodendrocytes27
DYRK4,31,1,-4.489360246873505,-0.5769893986934935,Oligodendrocytes,Oligodendrocytes31
ODC1,28,1,0.29589804627835004,0.5492252247577394,Oligodendrocytes,Oligodendrocytes28
GRB10,24,1,-0.6916816570526436,1.6219188111072267,Oligodendrocytes,Oligodendrocytes24
